provider,model,temperature,image,base_command,addition,transcribe_text,raw_score,corrected_score,raw_change_count,corrected_change_count,delta_time_in_s,certainty,student_handwriting_percent
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,0.21792113287120862,0.21792113287120862,2,2,0.0022666077613830568,,85
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,0.21792113287120862,0.21792113287120862,2,2,0.002044142961502075,,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,0.21792113287120862,0.21792113287120862,2,2,0.002796875476837158,0.95,0.98
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,,  huidige opdracht met uitleg bij elk veld,0.23125446620454193,0.23125446620454193,3,3,0.002045459270477295,,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,stof,stof  huidige opdracht met uitleg bij elk veld,0.37802418371078117,0.37802418371078117,4,4,0.0026694490909576415,,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,0.3281521035285556,0.21792113287120862,3,2,0.0030015039443969725,0.95,85
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,0.21792113287120862,0.21792113287120862,2,2,0.0027050232887268068,,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,0.21792113287120862,0.21792113287120862,2,2,0.0023691914081573487,0.9,0.95
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,,  huidige opdracht met uitleg bij elk veld,0.23125446620454193,0.23125446620454193,3,3,0.002131009817123413,,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,stof,stof  huidige opdracht met uitleg bij elk veld,0.21792113287120862,0.21792113287120862,2,2,0.0023765833377838133,,90
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,0.21792113287120862,0.21792113287120862,2,2,0.0022660725116729736,0.95,85
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,0.21792113287120862,0.21792113287120862,2,2,0.002329512119293213,,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,0.21792113287120862,0.21792113287120862,2,2,0.002339245319366455,,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.21792113287120862,0.21792113287120862,2,2,0.0023192369937896726,,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.21792113287120862,0.21792113287120862,2,2,0.00216054105758667,0.95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.23125446620454193,0.23125446620454193,3,3,0.0025363118648529053,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.41322105900100337,0.37802418371078117,5,4,0.002667954683303833,95,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,0.21792113287120862,0.21792113287120862,2,2,0.0023348541259765624,,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.36469085037744786,0.36469085037744786,3,3,0.0022708029747009278,,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.21792113287120862,0.21792113287120862,2,2,0.0020719780921936034,0.95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.23125446620454193,0.23125446620454193,3,3,0.002279810428619385,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.41322105900100337,0.37802418371078117,5,4,0.0027328100204467775,95,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,0.21792113287120862,0.21792113287120862,2,2,0.002078639030456543,,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.36469085037744786,0.36469085037744786,3,3,0.002018122434616089,,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.21792113287120862,0.21792113287120862,2,2,0.0021116471290588378,0.95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.23125446620454193,0.23125446620454193,3,3,0.0019731130599975584,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.41322105900100337,0.37802418371078117,5,4,0.002506604194641113,95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,0.6242461548802998,17,6,0.00663500428199768,0.95,0.98
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.005391651630401611,,1.0
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.004078999280929565,,1.0
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.7666666666666666,1.7666666666666666,12,12,0.005726678848266602,,1.0
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.004356149673461914,,1.0
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,0.6242461548802998,17,6,0.006250145673751831,0.95,0.98
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.004952702760696411,,1.0
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.003743110179901123,,1.0
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.7666666666666666,1.7666666666666666,12,12,0.0048590261936187745,,100.0
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.005283928632736206,,1.0
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,0.6242461548802998,17,6,0.0058011155128479,0.95,0.98
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.005668781280517578,,1.0
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.0038169050216674805,,1.0
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.7666666666666666,1.7666666666666666,12,12,0.0049020652770996095,,100.0
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,0.9428678266656454,0.9428678266656454,14,14,0.0051444833278656,0.95,0.98
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,,  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.005308705568313599,,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,stof,stof  huidige opdracht met uitleg bij elk veld,1.7666666666666666,1.7666666666666666,12,12,0.0054539783000946045,0.95,80
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.005240508556365967,,80
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.003956984043121338,,70
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.005328534603118896,,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,,  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.005344234466552735,,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,stof,stof  huidige opdracht met uitleg bij elk veld,1.7666666666666666,1.7666666666666666,12,12,0.004806593894958496,0.95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.005985092639923095,,80
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.005533753871917724,,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.005103681087493896,,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,,  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.005030217409133911,,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,stof,stof  huidige opdracht met uitleg bij elk veld,1.7666666666666666,1.7666666666666666,12,12,0.005360707044601441,0.95,80
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.0053747336864471435,,80
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.0052703218460083,,70
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.004822529554367065,,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,1.7666666666666666,1.7666666666666666,12,12,0.005854593992233276,,70
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.0053246810436248775,0.95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.7272106893090651,17,7,0.004799952507019043,95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.7071686066314282,17,8,0.00645928430557251,95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.6889867884496099,17,7,0.0056368174552917484,95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,1.7666666666666666,1.7666666666666666,12,12,0.0052172279357910155,,70
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.005154098033905029,0.95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.7272106893090651,17,7,0.005673070430755615,95,70
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.7071686066314282,17,8,0.006950943946838379,95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.6889867884496099,17,7,0.005793420791625976,95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,1.7666666666666666,1.7666666666666666,12,12,0.005264727354049682,,70
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,1.2212121212121212,1.2212121212121212,17,17,0.005497463226318359,0.95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.7272106893090651,17,7,0.005761909484863281,95,70
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.7071686066314282,17,8,0.006653802156448364,95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.6889867884496099,17,7,0.0058234953880310055,95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.6951915372920894,17,6,0.004776439428329468,95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",1.2212121212121212,1.2212121212121212,17,17,0.0053194682598114015,95,75.23
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.2212121212121212,1.2212121212121212,17,17,0.005635495185852051,95,75.67
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.6951915372920894,17,6,0.00602925968170166,95,75
google,gemini-2.0-flash-exp,1.5,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.005460999011993408,,0.95
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.6951915372920894,17,6,0.005724729299545288,95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",1.2212121212121212,1.2212121212121212,17,17,0.005095359802246094,95,75.67
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.6951915372920894,17,6,0.005944555521011353,95,75
google,gemini-2.0-flash-exp,1.5,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.0046542460918426514,,0.95
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.6951915372920894,17,6,0.00589464259147644,95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",1.2212121212121212,1.2212121212121212,17,17,0.005698198795318603,95,75.23
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.7071686066314282,17,8,0.00659079909324646,95,75
google,gemini-2.0-flash-exp,1,gekreukeld_met_pijlen,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",1.2212121212121212,0.6951915372920894,17,6,0.005755245685577393,95,75
google,gemini-2.0-flash-exp,1.5,gekreukeld_met_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.2212121212121212,1.2212121212121212,17,17,0.005254731655120849,,0.95
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.21792113287120862,3,2,0.0026605370044708253,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.3281521035285556,3,3,0.0022057247161865233,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.41322105900100337,0.38655439233433675,4,4,0.002671797752380371,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.5221999160638182,0.4904696698206539,5,4,0.0028341207504272463,95,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.21792113287120862,3,2,0.0031041605472564696,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.21792113287120862,3,2,0.002359187364578247,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.3281521035285556,3,3,0.0022720768451690676,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.41322105900100337,0.38655439233433675,4,4,0.002450004816055298,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.48844379586084774,0.3281521035285556,5,3,0.0041573383808135985,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.21792113287120862,3,2,0.0025181827545166014,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.21792113287120862,3,2,0.0024926209449768065,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.3281521035285556,3,3,0.002068858861923218,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.41322105900100337,0.38655439233433675,4,4,0.0024839208126068114,95,75
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.5221999160638182,0.4904696698206539,5,4,0.0025872483253479004,95,80
google,gemini-2.0-flash-exp,0,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.21792113287120862,3,2,0.0023141252994537355,95,75
google,gemini-2.0-flash-exp,0.5,kort_onleesbaar,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,0.2809100385654979,0.2809100385654979,5,5,0.0017434079647064209,,
google,gemini-2.0-flash-exp,0.5,kort_onleesbaar,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,0.37802418371078117,0.37802418371078117,4,4,0.0016915802955627442,,
google,gemini-2.0-flash-exp,0.5,kort_onleesbaar,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,0.21792113287120862,0.21792113287120862,2,2,0.0020978505611419676,0.95,0.98
google,gemini-2.0-flash-exp,0.5,kort_onleesbaar,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,0.21792113287120862,0.21792113287120862,2,2,0.0016231987476348878,,0.95
google,gemini-2.0-flash-exp,0.5,kort_onleesbaar,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,0.21792113287120862,0.21792113287120862,2,2,0.0017847683429718017,,
google,gemini-2.0-flash-exp,0.5,kort_onleesbaar,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,0.2809100385654979,0.2809100385654979,5,5,0.001913524866104126,,
